"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_name","stop_desc","stop_lat","stop_lon","stop_url","wheelchair_boarding","route_id","service_id","trip_headsign","trip_short_name","direction_id","shape_id","hour_time"
"GO404_19_3",01:00:00,01:00:00,115,3,"Amityville","John Street, between Sunrise Highway (Route 27) and Route 27A, just west of Route 110.",40.68024,-73.42031,"http://lirr42.mta.info/stationInfo.php?id=115",2,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:03:00,01:03:00,114,4,"Massapequa Park","Sunrise Highway (Route 27) and Park Boulevard.",40.67785,-73.45474,"http://lirr42.mta.info/stationInfo.php?id=114",2,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:05:00,01:05:00,113,5,"Massapequa","Sunrise Highway (Route 27), just East of Broadway and Route 107.",40.67692,-73.46905,"http://lirr42.mta.info/stationInfo.php?id=113",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:07:00,01:07:00,112,6,"Seaford","Sunrise Highway (Route 27) and Jackson Avenue.",40.67572,-73.48657,"http://lirr42.mta.info/stationInfo.php?id=112",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:10:00,01:10:00,111,7,"Wantagh","Wantagh Avenue and Railroad Avenue, just North of Sunrise Highway (Route 27).",40.67298,-73.50896,"http://lirr42.mta.info/stationInfo.php?id=111",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:13:00,01:13:00,110,8,"Bellmore","Sunrise Highway (Route 27) and Bedford Avenue, North side of Sunrise Highway, between Newbridge Road and Bellmore Avenue.",40.66879,-73.52886,"http://lirr42.mta.info/stationInfo.php?id=110",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:16:00,01:16:00,109,9,"Merrick","Sunrise Highway (Route 27), between Hewlett Avenue and Merrick Avenue.",40.66379,-73.55062,"http://lirr42.mta.info/stationInfo.php?id=109",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:20:00,01:20:00,108,10,"Freeport","Between Henry Street and Benson Place, north of Sunrise Highway (Route 27).",40.65745,-73.58232,"http://lirr42.mta.info/stationInfo.php?id=108",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:23:00,01:23:00,107,11,"Baldwin","Sunrise Highway and Grand Avenue, North side of Sunrise Highway (Route 27).",40.65672,-73.60716,"http://lirr42.mta.info/stationInfo.php?id=107",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:26:00,01:26:00,106,12,"Rockville Centre","North Village Avenue and Front Street, just North of Sunrise Highway (Route 27).",40.65831,-73.64655,"http://lirr42.mta.info/stationInfo.php?id=106",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",01:43:00,01:44:00,15,13,"Jamaica","93-02 Sutphin Blvd., Jamaica, NY 11435.  Corner of Sutphin Boulevard and Archer Avenue, 2 blocks south of Jamaica Avenue..The easiest way to Kennedy Airport is by Air Train.   AirTrain JFK leaves from the terminal adjacent to the Long Island Rail Road's Jamaica Station every 2 to 12 minutes, depending upon the time of day.",40.6996,-73.80853,"http://lirr42.mta.info/stationInfo.php?id=15",1,1,"GO404_19_65","Penn Station",3,1,4,1
"GO404_19_3",02:03:00,02:03:00,8,14,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,1,"GO404_19_65","Penn Station",3,1,4,2
"GO404_19_4",00:42:00,00:42:00,8,0,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,1,"GO404_19_65","Babylon",4,0,1,0
"GO404_19_4",00:54:00,00:54:00,9,1,"Woodside","61st Street and Roosevelt Avenue",40.74584,-73.90297,"http://lirr42.mta.info/stationInfo.php?id=9",1,1,"GO404_19_65","Babylon",4,0,1,0
"GO404_19_4",00:59:00,00:59:00,10,2,"Forest Hills","Continental Avenue  (71st Ave) & Austin Street, 2 blocks South of Queens Boulevard.",40.71957,-73.84481,"http://lirr42.mta.info/stationInfo.php?id=10",1,1,"GO404_19_65","Babylon",4,0,1,0
"GO404_19_4",01:01:00,01:01:00,11,3,"Kew Gardens","Austin Street and Lefferts Boulevard, between Queens Boulevard and Metropolitan Avenue.",40.70964,-73.83089,"http://lirr42.mta.info/stationInfo.php?id=11",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:05:00,01:07:00,15,4,"Jamaica","93-02 Sutphin Blvd., Jamaica, NY 11435.  Corner of Sutphin Boulevard and Archer Avenue, 2 blocks south of Jamaica Avenue..The easiest way to Kennedy Airport is by Air Train.   AirTrain JFK leaves from the terminal adjacent to the Long Island Rail Road's Jamaica Station every 2 to 12 minutes, depending upon the time of day.",40.6996,-73.80853,"http://lirr42.mta.info/stationInfo.php?id=15",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:23:00,01:23:00,106,5,"Rockville Centre","North Village Avenue and Front Street, just North of Sunrise Highway (Route 27).",40.65831,-73.64655,"http://lirr42.mta.info/stationInfo.php?id=106",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:27:00,01:27:00,107,6,"Baldwin","Sunrise Highway and Grand Avenue, North side of Sunrise Highway (Route 27).",40.65672,-73.60716,"http://lirr42.mta.info/stationInfo.php?id=107",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:29:00,01:29:00,108,7,"Freeport","Between Henry Street and Benson Place, north of Sunrise Highway (Route 27).",40.65745,-73.58232,"http://lirr42.mta.info/stationInfo.php?id=108",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:32:00,01:32:00,109,8,"Merrick","Sunrise Highway (Route 27), between Hewlett Avenue and Merrick Avenue.",40.66379,-73.55062,"http://lirr42.mta.info/stationInfo.php?id=109",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:35:00,01:35:00,110,9,"Bellmore","Sunrise Highway (Route 27) and Bedford Avenue, North side of Sunrise Highway, between Newbridge Road and Bellmore Avenue.",40.66879,-73.52886,"http://lirr42.mta.info/stationInfo.php?id=110",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:38:00,01:38:00,111,10,"Wantagh","Wantagh Avenue and Railroad Avenue, just North of Sunrise Highway (Route 27).",40.67298,-73.50896,"http://lirr42.mta.info/stationInfo.php?id=111",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:41:00,01:41:00,112,11,"Seaford","Sunrise Highway (Route 27) and Jackson Avenue.",40.67572,-73.48657,"http://lirr42.mta.info/stationInfo.php?id=112",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:43:00,01:43:00,113,12,"Massapequa","Sunrise Highway (Route 27), just East of Broadway and Route 107.",40.67692,-73.46905,"http://lirr42.mta.info/stationInfo.php?id=113",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:45:00,01:45:00,114,13,"Massapequa Park","Sunrise Highway (Route 27) and Park Boulevard.",40.67785,-73.45474,"http://lirr42.mta.info/stationInfo.php?id=114",2,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:48:00,01:48:00,115,14,"Amityville","John Street, between Sunrise Highway (Route 27) and Route 27A, just west of Route 110.",40.68024,-73.42031,"http://lirr42.mta.info/stationInfo.php?id=115",2,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:51:00,01:51:00,116,15,"Copiague","Marconi Boulevard and Great Neck Road, just North of Oak Street.",40.68101,-73.39834,"http://lirr42.mta.info/stationInfo.php?id=116",2,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:54:00,01:54:00,117,16,"Lindenhurst","Wellwood Avenue and East Hoffman Avenue between Sunrise Highway (Route 27) and Montauk Highway (Route 27A).",40.68826,-73.36921,"http://lirr42.mta.info/stationInfo.php?id=117",2,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_4",01:59:00,01:59:00,118,17,"Babylon","Railroad Avenue just West of Deer Park Avenue, 1 mile South of Sunrise Highway (Route 27).",40.70068,-73.32405,"http://lirr42.mta.info/stationInfo.php?id=118",1,1,"GO404_19_65","Babylon",4,0,1,1
"GO404_19_5",01:35:00,01:35:00,118,0,"Babylon","Railroad Avenue just West of Deer Park Avenue, 1 mile South of Sunrise Highway (Route 27).",40.70068,-73.32405,"http://lirr42.mta.info/stationInfo.php?id=118",1,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:40:00,01:40:00,117,1,"Lindenhurst","Wellwood Avenue and East Hoffman Avenue between Sunrise Highway (Route 27) and Montauk Highway (Route 27A).",40.68826,-73.36921,"http://lirr42.mta.info/stationInfo.php?id=117",2,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:43:00,01:43:00,116,2,"Copiague","Marconi Boulevard and Great Neck Road, just North of Oak Street.",40.68101,-73.39834,"http://lirr42.mta.info/stationInfo.php?id=116",2,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:45:00,01:45:00,115,3,"Amityville","John Street, between Sunrise Highway (Route 27) and Route 27A, just west of Route 110.",40.68024,-73.42031,"http://lirr42.mta.info/stationInfo.php?id=115",2,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:48:00,01:48:00,114,4,"Massapequa Park","Sunrise Highway (Route 27) and Park Boulevard.",40.67785,-73.45474,"http://lirr42.mta.info/stationInfo.php?id=114",2,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:50:00,01:50:00,113,5,"Massapequa","Sunrise Highway (Route 27), just East of Broadway and Route 107.",40.67692,-73.46905,"http://lirr42.mta.info/stationInfo.php?id=113",1,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:52:00,01:52:00,112,6,"Seaford","Sunrise Highway (Route 27) and Jackson Avenue.",40.67572,-73.48657,"http://lirr42.mta.info/stationInfo.php?id=112",1,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:55:00,01:55:00,111,7,"Wantagh","Wantagh Avenue and Railroad Avenue, just North of Sunrise Highway (Route 27).",40.67298,-73.50896,"http://lirr42.mta.info/stationInfo.php?id=111",1,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",01:58:00,01:58:00,110,8,"Bellmore","Sunrise Highway (Route 27) and Bedford Avenue, North side of Sunrise Highway, between Newbridge Road and Bellmore Avenue.",40.66879,-73.52886,"http://lirr42.mta.info/stationInfo.php?id=110",1,1,"GO404_19_65","Penn Station",5,1,4,1
"GO404_19_5",02:01:00,02:01:00,109,9,"Merrick","Sunrise Highway (Route 27), between Hewlett Avenue and Merrick Avenue.",40.66379,-73.55062,"http://lirr42.mta.info/stationInfo.php?id=109",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_5",02:04:00,02:04:00,108,10,"Freeport","Between Henry Street and Benson Place, north of Sunrise Highway (Route 27).",40.65745,-73.58232,"http://lirr42.mta.info/stationInfo.php?id=108",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_5",02:07:00,02:07:00,107,11,"Baldwin","Sunrise Highway and Grand Avenue, North side of Sunrise Highway (Route 27).",40.65672,-73.60716,"http://lirr42.mta.info/stationInfo.php?id=107",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_5",02:10:00,02:10:00,106,12,"Rockville Centre","North Village Avenue and Front Street, just North of Sunrise Highway (Route 27).",40.65831,-73.64655,"http://lirr42.mta.info/stationInfo.php?id=106",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_5",02:14:00,02:14:00,100,13,"Lynbrook","Sunrise Highway and between Peninsula Boulevard and Broadway.",40.65605,-73.67607,"http://lirr42.mta.info/stationInfo.php?id=100",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_5",02:29:00,02:31:00,15,14,"Jamaica","93-02 Sutphin Blvd., Jamaica, NY 11435.  Corner of Sutphin Boulevard and Archer Avenue, 2 blocks south of Jamaica Avenue..The easiest way to Kennedy Airport is by Air Train.   AirTrain JFK leaves from the terminal adjacent to the Long Island Rail Road's Jamaica Station every 2 to 12 minutes, depending upon the time of day.",40.6996,-73.80853,"http://lirr42.mta.info/stationInfo.php?id=15",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_5",02:40:00,02:40:00,9,15,"Woodside","61st Street and Roosevelt Avenue",40.74584,-73.90297,"http://lirr42.mta.info/stationInfo.php?id=9",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_5",02:51:00,02:51:00,8,16,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,1,"GO404_19_65","Penn Station",5,1,4,2
"GO404_19_6",01:42:00,01:42:00,8,0,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,1,"GO404_19_65","Babylon",6,0,1,1
"GO404_19_6",01:54:00,01:54:00,9,1,"Woodside","61st Street and Roosevelt Avenue",40.74584,-73.90297,"http://lirr42.mta.info/stationInfo.php?id=9",1,1,"GO404_19_65","Babylon",6,0,1,1
"GO404_19_6",02:03:00,02:05:00,15,2,"Jamaica","93-02 Sutphin Blvd., Jamaica, NY 11435.  Corner of Sutphin Boulevard and Archer Avenue, 2 blocks south of Jamaica Avenue..The easiest way to Kennedy Airport is by Air Train.   AirTrain JFK leaves from the terminal adjacent to the Long Island Rail Road's Jamaica Station every 2 to 12 minutes, depending upon the time of day.",40.6996,-73.80853,"http://lirr42.mta.info/stationInfo.php?id=15",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:15:00,02:15:00,87,3,"Valley Stream","Franklin Avenue and Sunrise Highway, just West of Rockaway Avenue.",40.66151,-73.70476,"http://lirr42.mta.info/stationInfo.php?id=87",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:19:00,02:19:00,100,4,"Lynbrook","Sunrise Highway and between Peninsula Boulevard and Broadway.",40.65605,-73.67607,"http://lirr42.mta.info/stationInfo.php?id=100",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:23:00,02:23:00,106,5,"Rockville Centre","North Village Avenue and Front Street, just North of Sunrise Highway (Route 27).",40.65831,-73.64655,"http://lirr42.mta.info/stationInfo.php?id=106",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:27:00,02:27:00,107,6,"Baldwin","Sunrise Highway and Grand Avenue, North side of Sunrise Highway (Route 27).",40.65672,-73.60716,"http://lirr42.mta.info/stationInfo.php?id=107",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:29:00,02:29:00,108,7,"Freeport","Between Henry Street and Benson Place, north of Sunrise Highway (Route 27).",40.65745,-73.58232,"http://lirr42.mta.info/stationInfo.php?id=108",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:33:00,02:33:00,109,8,"Merrick","Sunrise Highway (Route 27), between Hewlett Avenue and Merrick Avenue.",40.66379,-73.55062,"http://lirr42.mta.info/stationInfo.php?id=109",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:36:00,02:36:00,110,9,"Bellmore","Sunrise Highway (Route 27) and Bedford Avenue, North side of Sunrise Highway, between Newbridge Road and Bellmore Avenue.",40.66879,-73.52886,"http://lirr42.mta.info/stationInfo.php?id=110",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:39:00,02:39:00,111,10,"Wantagh","Wantagh Avenue and Railroad Avenue, just North of Sunrise Highway (Route 27).",40.67298,-73.50896,"http://lirr42.mta.info/stationInfo.php?id=111",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:42:00,02:42:00,112,11,"Seaford","Sunrise Highway (Route 27) and Jackson Avenue.",40.67572,-73.48657,"http://lirr42.mta.info/stationInfo.php?id=112",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:44:00,02:44:00,113,12,"Massapequa","Sunrise Highway (Route 27), just East of Broadway and Route 107.",40.67692,-73.46905,"http://lirr42.mta.info/stationInfo.php?id=113",1,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:46:00,02:46:00,114,13,"Massapequa Park","Sunrise Highway (Route 27) and Park Boulevard.",40.67785,-73.45474,"http://lirr42.mta.info/stationInfo.php?id=114",2,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:49:00,02:49:00,115,14,"Amityville","John Street, between Sunrise Highway (Route 27) and Route 27A, just west of Route 110.",40.68024,-73.42031,"http://lirr42.mta.info/stationInfo.php?id=115",2,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:52:00,02:52:00,116,15,"Copiague","Marconi Boulevard and Great Neck Road, just North of Oak Street.",40.68101,-73.39834,"http://lirr42.mta.info/stationInfo.php?id=116",2,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",02:55:00,02:55:00,117,16,"Lindenhurst","Wellwood Avenue and East Hoffman Avenue between Sunrise Highway (Route 27) and Montauk Highway (Route 27A).",40.68826,-73.36921,"http://lirr42.mta.info/stationInfo.php?id=117",2,1,"GO404_19_65","Babylon",6,0,1,2
"GO404_19_6",03:00:00,03:00:00,118,17,"Babylon","Railroad Avenue just West of Deer Park Avenue, 1 mile South of Sunrise Highway (Route 27).",40.70068,-73.32405,"http://lirr42.mta.info/stationInfo.php?id=118",1,1,"GO404_19_65","Babylon",6,0,1,3
"GO404_19_7",03:21:00,03:21:00,118,0,"Babylon","Railroad Avenue just West of Deer Park Avenue, 1 mile South of Sunrise Highway (Route 27).",40.70068,-73.32405,"http://lirr42.mta.info/stationInfo.php?id=118",1,1,"GO404_19_65","Penn Station",7,1,4,3
"GO404_19_7",03:27:00,03:27:00,115,1,"Amityville","John Street, between Sunrise Highway (Route 27) and Route 27A, just west of Route 110.",40.68024,-73.42031,"http://lirr42.mta.info/stationInfo.php?id=115",2,1,"GO404_19_65","Penn Station",7,1,4,3
"GO404_19_7",03:32:00,03:32:00,111,2,"Wantagh","Wantagh Avenue and Railroad Avenue, just North of Sunrise Highway (Route 27).",40.67298,-73.50896,"http://lirr42.mta.info/stationInfo.php?id=111",1,1,"GO404_19_65","Penn Station",7,1,4,3
"GO404_19_7",03:38:00,03:38:00,108,3,"Freeport","Between Henry Street and Benson Place, north of Sunrise Highway (Route 27).",40.65745,-73.58232,"http://lirr42.mta.info/stationInfo.php?id=108",1,1,"GO404_19_65","Penn Station",7,1,4,3
"GO404_19_7",03:56:00,03:58:00,15,4,"Jamaica","93-02 Sutphin Blvd., Jamaica, NY 11435.  Corner of Sutphin Boulevard and Archer Avenue, 2 blocks south of Jamaica Avenue..The easiest way to Kennedy Airport is by Air Train.   AirTrain JFK leaves from the terminal adjacent to the Long Island Rail Road's Jamaica Station every 2 to 12 minutes, depending upon the time of day.",40.6996,-73.80853,"http://lirr42.mta.info/stationInfo.php?id=15",1,1,"GO404_19_65","Penn Station",7,1,4,3
"GO404_19_7",04:08:00,04:08:00,9,5,"Woodside","61st Street and Roosevelt Avenue",40.74584,-73.90297,"http://lirr42.mta.info/stationInfo.php?id=9",1,1,"GO404_19_65","Penn Station",7,1,4,4
"GO404_19_7",04:18:00,04:18:00,8,6,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,1,"GO404_19_65","Penn Station",7,1,4,4
"GO404_19_8",03:10:00,03:10:00,8,0,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,1,"GO404_19_65","Babylon",8,0,1,3
"GO404_19_8",03:29:00,03:30:00,15,1,"Jamaica","93-02 Sutphin Blvd., Jamaica, NY 11435.  Corner of Sutphin Boulevard and Archer Avenue, 2 blocks south of Jamaica Avenue..The easiest way to Kennedy Airport is by Air Train.   AirTrain JFK leaves from the terminal adjacent to the Long Island Rail Road's Jamaica Station every 2 to 12 minutes, depending upon the time of day.",40.6996,-73.80853,"http://lirr42.mta.info/stationInfo.php?id=15",1,1,"GO404_19_65","Babylon",8,0,1,3
"GO404_19_8",03:44:00,03:44:00,106,2,"Rockville Centre","North Village Avenue and Front Street, just North of Sunrise Highway (Route 27).",40.65831,-73.64655,"http://lirr42.mta.info/stationInfo.php?id=106",1,1,"GO404_19_65","Babylon",8,0,1,3
"GO404_19_8",03:47:00,03:47:00,107,3,"Baldwin","Sunrise Highway and Grand Avenue, North side of Sunrise Highway (Route 27).",40.65672,-73.60716,"http://lirr42.mta.info/stationInfo.php?id=107",1,1,"GO404_19_65","Babylon",8,0,1,3
"GO404_19_8",03:50:00,03:50:00,108,4,"Freeport","Between Henry Street and Benson Place, north of Sunrise Highway (Route 27).",40.65745,-73.58232,"http://lirr42.mta.info/stationInfo.php?id=108",1,1,"GO404_19_65","Babylon",8,0,1,3
"GO404_19_8",03:53:00,03:53:00,109,5,"Merrick","Sunrise Highway (Route 27), between Hewlett Avenue and Merrick Avenue.",40.66379,-73.55062,"http://lirr42.mta.info/stationInfo.php?id=109",1,1,"GO404_19_65","Babylon",8,0,1,3
"GO404_19_8",03:56:00,03:56:00,110,6,"Bellmore","Sunrise Highway (Route 27) and Bedford Avenue, North side of Sunrise Highway, between Newbridge Road and Bellmore Avenue.",40.66879,-73.52886,"http://lirr42.mta.info/stationInfo.php?id=110",1,1,"GO404_19_65","Babylon",8,0,1,3
"GO404_19_8",03:59:00,03:59:00,111,7,"Wantagh","Wantagh Avenue and Railroad Avenue, just North of Sunrise Highway (Route 27).",40.67298,-73.50896,"http://lirr42.mta.info/stationInfo.php?id=111",1,1,"GO404_19_65","Babylon",8,0,1,3
